	 ###ORAR 6CM-ISI ####
	 Semestrul I    Anul universitar 2014 – 2015
Facultatea: AUTOMATICA SI CALCULATOARE
Specializarea: CALCULATOARE
ZIUA,ORA,Subgrupa 1,Subgrupa 2,Optionali
,,Disciplina si sala,Disciplina si sala,Disciplina si sala
LUNI,08-09,
,09-10,
,10-11,
,11-12,
,12-13,
,13-14,
,14-15,
,15-16,
,16-17,
,17-18,
,18-19,
,19-20,
,20-21,
,21-22,
MARTI,08-09,
,09-10,
,10-11,
,11-12,
,12-13,
,13-14,
,14-15,
,15-16,
,16-17,
,17-18,
,18-19,
,19-20,
,20-21,
,21-22,
MIERCURI,08-09,
,09-10,
,10-11,
,11-12,
,12-13,
,13-14,
,14-15,
,15-16,
,16-17,
,17-18,
,18-19,
,19-20,
,20-21,
,21-22,
JOI,08-09,"Sisteme de regasire a informatiei (c), S.l. P. CHIRITA (ED202)"
,09-10,"Sisteme de regasire a informatiei (c), S.l. P. CHIRITA (ED202)"
,10-11,SRI(1) - ED202,SRI(1) - ED202,SRI(1) - ED202,
,11-12,SRI(1) - ED202,SRI(1) - ED202,SRI(1) - ED202,
,12-13,
,13-14,
,14-15,
,15-16,
,16-17,
,17-18,
,18-19,
,19-20,
,20-21,
,21-22,
VINERI,08-09,SCI(3) - ED202,SCI(3) - ED202,SCI(3) - ED202,
,09-10,SCI(3) - ED202,SCI(3) - ED202,SCI(3) - ED202,
,10-11,"Securitatea informatica (c), S.l. C. LEORDEANU (EC102)"
,11-12,"Securitatea informatica (c), S.l. C. LEORDEANU (EC102)"
,12-13,
,13-14,
,14-15,
,15-16,
,16-17,
,17-18,
,18-19,
,19-20,
,20-21,
,21-22,
E
