	 ###ORAR 4C4 ####
	 Semestrul I    Anul universitar 2014 – 2015
Facultatea: AUTOMATICA SI CALCULATOARE
Specializarea: CALCULATOARE
ZIUA,ORA,341C4,,342C4,,Optional 1 si 2,
,,Disciplina si sala,,Disciplina si sala,,Disciplina si sala,
LUNI,08-09,MP(2) - BN212[1],,,,,,
,09-10,MP(2) - BN212[1],,,,,,
,10-11,SPG(1) - EG304{1},IA(1) - EG404{2},,,IOC(1) - EG405{1},,
,11-12,SPG(1) - EG304{1},IA(1) - EG404{2},,,IOC(1) - EG405{1},,
,12-13,IA(1) - EG404{1},IOC(1) - EG405{2},,,IA(1) - EG404{1},,
,13-14,IA(1) - EG404{1},IOC(1) - EG405{2},,,IA(1) - EG404{1},,
,14-15,IOC(1) - EG405{1},AII(1) - EG205{2},,,,,
,15-16,IOC(1) - EG405{1},AII(1) - EG205{2},,,,,
,16-17,,AII(1) - EG205{2},,,,,
,17-18,,AII(1) - EG205{2},,,,,
,18-19,,,,AII(1) - EG205{2},,,
,19-20,,,,AII(1) - EG205{2},,,
,20-21,
,21-22,
MARTI,08-09,,,SPG(1) - EG304{1},,,,
,09-10,,,SPG(1) - EG304{1},,,,
,10-11,,SPG(1) - EG304{2},BM(2) - BN212[2]#AII(1) - EG205{1},,,,
,11-12,,SPG(1) - EG304{2},BM(2) - BN212[2]#AII(1) - EG205{1},,,,
,12-13,,,IA(1) - EG404{1},,,,
,13-14,,,IA(1) - EG404{1},,,,
,14-15,"Inteligenta Artificiala (c), Prof. Adina FLOREA (EC004)"
,15-16,"Inteligenta Artificiala (c), Prof. Adina FLOREA (EC004)"
,16-17,"Inteligenta Artificiala (c), Prof. Adina FLOREA (EC004)"
,17-18,"Aplicatii Integrate pentru Intreprinderi (c), S.L. M. IONESCU (A04Leu)"
,18-19,"Aplicatii Integrate pentru Intreprinderi (c), S.L. M. IONESCU (A04Leu)"
,19-20,"Aplicatii Integrate pentru Intreprinderi (c), S.L. M. IONESCU (A04Leu)"
,20-21,
,21-22,
MIERCURI,08-09,
,09-10,
,10-11,
,11-12,
,12-13,
,13-14,
,14-15,"Sisteme de Prelucrare Grafica (c), Prof. Florica MOLDOVEANU (EC101)"
,15-16,"Sisteme de Prelucrare Grafica (c), Prof. Florica MOLDOVEANU (EC101)"
,16-17,"Sisteme de Prelucrare Grafica (c), Prof. Florica MOLDOVEANU (EC101)"
,17-18,"Interfata Om Calculator (c), Prof. St. TRAUSAN-MATU (EC101)"
,18-19,"Interfata Om Calculator (c), Prof. St. TRAUSAN-MATU (EC101)"
,19-20,"Interfata Om Calculator (c), Prof. St. TRAUSAN-MATU (EC101)"
,20-21,
,21-22,
JOI,08-09,,,,,,IOC(1) - EG405{2},
,09-10,,,,,,IOC(1) - EG405{2},
,10-11,,,IOC(1) - EG405{1},,,,
,11-12,,,IOC(1) - EG405{1},,,,
,12-13,,,,IOC(1) - EG405{2},,,
,13-14,,,,IOC(1) - EG405{2},,,
,14-15,,,,AII(1) - EG205{2},,,
,15-16,,,,AII(1) - EG205{2},,,
,16-17,,,,IA(1) - EG404{2},SPG(1) - EG304{1},,
,17-18,,,,IA(1) - EG404{2},SPG(1) - EG304{1},,
,18-19,,,,SPG(1) - EG304{2},,,
,19-20,,,,SPG(1) - EG304{2},,,
,20-21,
,21-22,
VINERI,08-09,"MANAGEMENTUL PROIECTELOR (c), prof. Doina Serban (AN034)[1]"
,09-10,"MANAGEMENTUL PROIECTELOR (c), prof. Doina Serban (AN034)[1]"
,10-11,"MANAGEMENTUL PROIECTELOR (c), prof. Doina Serban (AN034)[1]"#"BAZELE MANAGEMENTULUI (c), prof. Doina Serban (AN034)[2]"
,11-12,"MANAGEMENTUL PROIECTELOR (c), prof. Doina Serban (AN034)[1]"#"BAZELE MANAGEMENTULUI (c), prof. Doina Serban (AN034)[2]"
,12-13,
,13-14,
,14-15,
,15-16,
,16-17,
,17-18,
,18-19,
,19-20,
,20-21,
,21-22,
E
