	 ###ORAR 5CM-MTI ####
	 Semestrul I    Anul universitar 2014 – 2015
Facultatea: AUTOMATICA SI CALCULATOARE
Specializarea: CALCULATOARE
ZIUA,ORA,Subgrupa1,Subgrupa2,Optionali
,,Disciplina si sala,Disciplina si sala,Disciplina si sala
LUNI,08-09,
,09-10,
,10-11,
,11-12,
,12-13,
,13-14,
,14-15,
,15-16,
,16-17,
,17-18,
,18-19,
,19-20,
,20-21,
,21-22,
MARTI,08-09,
,09-10,
,10-11,
,11-12,
,12-13,
,13-14,
,14-15,
,15-16,
,16-17,
,17-18,
,18-19,"Managementul si Securitatea Informatiilor (c), Prof. Gh. MURESEANU (EC102)"
,19-20,"Managementul si Securitatea Informatiilor (c), Prof. Gh. MURESEANU (EC102)"
,20-21,MSI(1) - EC102,MSI(1) - EC102,MSI(1) - EC102,
,21-22,MSI(1) - EC102,MSI(1) - EC102,MSI(1) - EC102,
MIERCURI,08-09,
,09-10,
,10-11,
,11-12,
,12-13,
,13-14,
,14-15,
,15-16,
,16-17,
,17-18,"Management de resurse umane (c), S.L. Elena FLEACA (AN030)"
,18-19,"Management de resurse umane (c), S.L. Elena FLEACA (AN030)"
,19-20,MRU(1) - AN030,MRU(1) - AN030,MRU(1) - AN030,
,20-21,MRU(1) - AN030,MRU(1) - AN030,MRU(1) - AN030,
,21-22,
JOI,08-09,
,09-10,
,10-11,
,11-12,
,12-13,
,13-14,
,14-15,
,15-16,
,16-17,
,17-18,
,18-19,
,19-20,
,20-21,
,21-22,
VINERI,08-09,"Management financiar (c), Conf. Gh. MILITARU (EC002)"
,09-10,"Management financiar (c), Conf. Gh. MILITARU (EC002)"
,10-11,MFN(1) - BN230,,MFN(1) - BN230,
,11-12,MFN(1) - BN230,,MFN(1) - BN230,
,12-13,,MFN(1) - BN230,,
,13-14,,MFN(1) - BN230,,
,14-15,
,15-16,
,16-17,
,17-18,
,18-19,
,19-20,
,20-21,
,21-22,
E
