	 ###ORAR 2CC ####
	 Semestrul I    Anul universitar 2014 – 2015
Facultatea: AUTOMATICA SI CALCULATOARE
Specializarea: CALCULATOARE
ZIUA,ORA,321CC,,322CC,,323CC,,324CC,,325CC,
,,Disciplina si sala,,Disciplina si sala,,Disciplina si sala,,Disciplina si sala,,Disciplina si sala,
LUNI,08-09,,,,,,,EEA(1) - ED313[1]{1},,,,
,09-10,,,,,,,EEA(1) - ED313[1]{1},,,,
,10-11,,,,,EEA(1) - ED313[1]{1},,TS(1) - ED112[1],EEA(1) - ED313[2]{2},EEA(2) - ED314[2]#Franceza(2) - AN213[1],,
,11-12,,,,,EEA(1) - ED313[1]{1},,TS(1) - ED112[1],EEA(1) - ED313[2]{2},EEA(2) - ED314[2]#Franceza(2) - AN213[1],,
,12-13,EEA(2) - ED314[2],,,,,EEA(1) - ED313[2]{2},Engleza(2) - AN211[1],IOCLA(1) - EG410[2]{2},,,
,13-14,EEA(2) - ED314[2],,,,,EEA(1) - ED313[2]{2},Engleza(2) - AN211[1],IOCLA(1) - EG410[2]{2},,,
,14-15,"ANALIZA ALGORITMILOR (c), S.L. A. MOGOS (AN030)"
,15-16,"ANALIZA ALGORITMILOR (c), S.L. A. MOGOS (AN030)"
,16-17,"ANALIZA ALGORITMILOR (c), S.L. A. MOGOS (AN030)"
,17-18,"TEORIA SISTEMELOR (c), Conf. C. CORICI (AN030)"
,18-19,"TEORIA SISTEMELOR (c), Conf. C. CORICI (AN030)"
,19-20,"TEORIA SISTEMELOR (c), Conf. C. CORICI (AN030)"
,20-21,
,21-22,
MARTI,08-09,"PEDAGOGIE (c), S.L. Simona GABUREANU (EC002)"
,09-10,"PEDAGOGIE (c), S.L. Simona GABUREANU (EC002)"
,10-11,,,,,IOCLA(1) - EG305{1},,EEA(2) - ED314[1],,,,
,11-12,,,,,IOCLA(1) - EG305{1},,EEA(2) - ED314[1],,,,
,12-13,,,EEA(2) - ED314[2],,EEA(2) - ED314[1],,PSI(2) - AN210[1],,,,
