,14-15,,,USO(1) - EG306{1},,,,,,Mat2(2) - AN213,,Mat2(2) - AN205,,
,15-16,,,USO(1) - EG306{1},,,,,,Mat2(2) - AN213,,Mat2(2) - AN205,,
,16-17,,,,,,,,,Progr(1) - EG105{1},,,,
,17-18,,,,,,,,,Progr(1) - EG105{1},,,,
,18-19,,,,Progr(1) - EG105{2},,,,,,,,,
,19-20,,,,Progr(1) - EG105{2},,,,,,,,,
,20-21,
,21-22,
JOI,08-09,USO(1) - EG306{1},,,,,Progr(1) - EG105{2},,,,,PL(1) - EG311{1},,
,09-10,USO(1) - EG306{1},,,,,Progr(1) - EG105{2},,,,,PL(1) - EG311{1},,
,10-11,Logica(2) - AN212[2],,,,,USO(1) - EG106{2},II(1) - EG305[2]{1},Progr(1) - EG105{2},,USO(1) - EG306{2},Mat1(2) - AN213,,
,11-12,Logica(2) - AN212[2],,,,,USO(1) - EG106{2},II(1) - EG305[2]{1},Progr(1) - EG105{2},,USO(1) - EG306{2},Mat1(2) - AN213,,
,12-13,PL(1) - EG311{1},PL(1) - EG302{2},II(1) - EG305[2],,,,USO(1) - EG306{1},,Mat1(2) - AN217,,,II(1) - EG305[1]{2},
,13-14,PL(1) - EG311{1},PL(1) - EG302{2},II(1) - EG305[2],,,,USO(1) - EG306{1},,Mat1(2) - AN217,,,II(1) - EG305[1]{2},
,14-15,Mat1(2) - AN205,,PL(1) - EG311{1},,Engleza(2) - BN219[1],,Engleza(2) - BN028[1],,Engleza(2) - AN213[2]#USO(1) - EG106{1},,USO(1) - EG306{1},,
,15-16,Mat1(2) - AN205,,PL(1) - EG311{1},,Engleza(2) - BN219[1],,Engleza(2) - BN028[1],,Engleza(2) - AN213[2]#USO(1) - EG106{1},,USO(1) - EG306{1},,
,16-17,"GRAFICA INGINEREASCA (c), Prof S. Aldea (AN030)[1]"#"MECANICA (c), Conf. M. Craifaleanu (AN030)[2]",,,,,,,,Progr(1) - EG105{2},,USO(1) - EG306{2},
,17-18,"GRAFICA INGINEREASCA (c), Prof S. Aldea (AN030)[1]"#"MECANICA (c), Conf. M. Craifaleanu (AN030)[2]",,,,,,,,Progr(1) - EG105{2},,USO(1) - EG306{2},
,18-19,Progr(1) - EG105{1},"PSIHOLOGIA EDUCATIEI (c), Lect. Ana Voichita TEBEANU (A02Leu)"USO(1) - EG306{2},,,,,,,,,,,
,19-20,Progr(1) - EG105{1},"PSIHOLOGIA EDUCATIEI (c), Lect. Ana Voichita TEBEANU (A02Leu)"USO(1) - EG306{2},,,,,,,,,,,
,20-21,
,21-22,
VINERI,08-09,,,Progr(1) - EG105{1},,Mat2(2) - BN219,,,,,,,,
,09-10,,,Progr(1) - EG105{1},,Mat2(2) - BN219,,,,,,,,
,10-11,Mat2(2) - AN213,,Logica(2) - AN212[1],,Logica(2) - AN212[2]#II(1) - EG305[1]{1},,,,,,,PL(1) - EG302{2},
,11-12,Mat2(2) - AN213,,Logica(2) - AN212[1],,Logica(2) - AN212[2]#II(1) - EG305[1]{1},,,,,,,PL(1) - EG302{2},
,12-13,"LOGICA (c), Prof Logica (A04Leu)[1]"
,13-14,"LOGICA (c), Prof Logica (A04Leu)[1]"
,14-15,,,,PL(1) - EG302{2},,,Logica(2) - A02Leu[1],,,,,,
,15-16,,,,PL(1) - EG302{2},,,Logica(2) - A02Leu[1],,,,,,
,16-17,,,,USO(1) - EG306{2},,,Mat1(2) - AN213,,,,,,
,17-18,,,,USO(1) - EG306{2},,,Mat1(2) - AN213,,,,,,
,18-19,,,,,,,,USO(1) - EG306{2},,,,,
,19-20,,,,,,,,USO(1) - EG306{2},,,,,
,20-21,
,21-22,
E
