	 ###ORAR 1CB ####
	 Semestrul I    Anul universitar 2014 – 2015
Facultatea: AUTOMATICA SI CALCULATOARE
Specializarea: CALCULATOARE
ZIUA,ORA,311CB,,312CB,,313CB,,314CB,,315CB,,316CB,
,,Disciplina si sala,,Disciplina si sala,,Disciplina si sala,,Disciplina si sala,,Disciplina si sala,,Disciplina si sala,
LUNI,08-09,,,,,USO(1) - EG306{1},,,,,,,,
,09-10,,,,,USO(1) - EG306{1},,,,,,,,
,10-11,,II(1) - EG305[1]{2},,,Progr(1) - EG105{1},,Progr(1) - EG306{1},,,,,,
,11-12,,II(1) - EG305[1]{2},,,Progr(1) - EG105{1},,Progr(1) - EG306{1},,,,,,
,12-13,,"INTRODUCERE IN INFORMATICA (c), Prof. F. IACOB (EC105)"Progr(1) - EG105{2},,,,,,,,,,,
,13-14,,"INTRODUCERE IN INFORMATICA (c), Prof. F. IACOB (EC105)"Progr(1) - EG105{2},,,,,,,,,,,
,14-15,
,15-16,"MATEMATICA 2 (c), Prof. MAT 2 (A02Leu)"
,16-17,"MATEMATICA 2 (c), Prof. MAT 2 (A02Leu)"
,17-18,"MATEMATICA 2 (c), Prof. MAT 2 (A02Leu)"
,18-19,"UTILIZAREA SISTEMELOR DE OPERARE (c), S.L. A. HERISANU (EC105)"
,19-20,"UTILIZAREA SISTEMELOR DE OPERARE (c), S.L. A. HERISANU (EC105)"
,20-21,
,21-22,
MARTI,08-09,
,09-10,"PROIECTARE LOGICA (c), Prof. Mariana MOCANU (A02Leu)"
,10-11,"PROIECTARE LOGICA (c), Prof. Mariana MOCANU (A02Leu)"
,11-12,"PROIECTARE LOGICA (c), Prof. Mariana MOCANU (A02Leu)"
,12-13,"PROGRAMAREA CALCULATOARELOR (c), s.l. V. POSEA (EC105)"
,13-14,"PROGRAMAREA CALCULATOARELOR (c), s.l. V. POSEA (EC105)"
,14-15,,,Engleza(2) - BN319[1],,Mat1(2) - AN210,,,,PL(1) - EG311{1},PL(1) - EG302{2},Logica(2) - AN213[1],,
,15-16,,,Engleza(2) - BN319[1],,Mat1(2) - AN210,,,,PL(1) - EG311{1},PL(1) - EG302{2},Logica(2) - AN213[1],,
,16-17,,,Mat1(2) - AN210,,PL(1) - EG311{1},PL(1) - EG302{2},Mat2(2) - AN213,,II(1) - EG305[2]{1},,Progr(1) - EG105{1},,
,17-18,,,Mat1(2) - AN210,,PL(1) - EG311{1},PL(1) - EG302{2},Mat2(2) - AN213,,II(1) - EG305[2]{1},,Progr(1) - EG105{1},,
,18-19,,,,,,,PL(1) - EG311{1},PL(1) - EG302{2},,,,Progr(1) - EG105{2},
,19-20,,,,,,,PL(1) - EG311{1},PL(1) - EG302{2},,,,Progr(1) - EG105{2},
,20-21,
,21-22,
MIERCURI,08-09,
,09-10,"MATEMATICA 1 (c), Prof. P. FLONDOR (AN030)"
,10-11,"MATEMATICA 1 (c), Prof. P. FLONDOR (AN030)"
,11-12,"MATEMATICA 1 (c), Prof. P. FLONDOR (AN030)"
,12-13,Engleza(2) - BN219[2],,Mat2(2) - AN205,,,,,,Logica(2) - A04Leu[2],,Engleza(2) - BN319[2],,
,13-14,Engleza(2) - BN219[2],,Mat2(2) - AN205,,,,,,Logica(2) - A04Leu[2],,Engleza(2) - BN319[2],,
